'CO'
5.0D-3     : Molecule Abundance (CO)
0.112D-18  : electric dipole moment (CO)
57.6356D9  : Rotational Constant (Robinson 1974)
30         : Number of levels.
40         : Number of C coefficieant tabele for the temperature. 

       10.
  ( 0, 0)  ( 0, 1)  ( 0, 2)  ( 0, 3)  ( 0, 4)  ( 0, 5)  ( 0, 6)  ( 0, 7)  ( 0, 8)  ( 0, 9)  ( 0,10)  ( 0,11)  ( 0,12)  ( 0,13)  ( 0,14)  ( 0,15)  ( 0,16)  ( 0,17)  ( 0,18)  ( 0,19)  ( 0,20)  ( 0,21)  ( 0,22)  ( 0,23)  ( 0,24)  ( 0,25)  ( 0,26)  ( 0,27)  ( 0,28)  ( 0,29)
 2.89D-29 9.17D-29 2.24D-28 1.42D-27 7.20D-27 6.70D-26 1.00D-24 1.15D-23 4.34D-22 5.73D-21 3.90D-19 7.18D-18 6.48D-16 2.86D-14 1.81D-12 8.21D-10 9.19D-11 6.55D-11 5.97D-11 8.13D-12 1.34D-11 5.08D-12 4.74D-12 1.65D-12 7.92D-13 5.00D-13 3.68D-13 1.59D-13 9.64D-14 2.02D-14
 1.85D-31 3.18D-31 1.57D-30 5.88D-30 4.60D-29 3.59D-28 3.96D-27 8.36D-26 1.16D-24 5.63D-23 9.17D-22 8.18D-20 1.85D-18 2.32D-16 1.26D-14 1.18D-12 6.77D-10 1.18D-10 5.96D-11 3.31D-11 9.53D-12 2.08D-11 4.43D-12 5.39D-12 1.07D-12 1.36D-12 6.35D-13 3.86D-13 1.87D-13 4.61D-14
 6.72D-34 2.16D-33 6.62D-33 4.45D-32 2.37D-31 2.31D-30 2.61D-29 3.55D-28 1.04D-26 1.78D-25 1.13D-23 2.28D-22 2.66D-20 7.24D-19 1.27D-16 8.16D-15 1.14D-12 9.29D-10 1.19D-10 3.20D-11 4.03D-11 1.42D-11 1.73D-11 5.16D-12 3.34D-12 1.86D-12 1.64D-12 6.65D-13 4.31D-13 8.75D-14
 2.60D-36 5.41D-36 2.83D-35 1.25D-34 1.06D-33 7.93D-33 9.52D-32 1.54D-30 2.59D-29 1.01D-27 2.18D-26 1.76D-24 4.49D-23 6.77D-21 2.28D-19 5.46D-17 4.25D-15 8.74D-13 9.27D-10 6.62D-11 3.74D-11 6.16D-11 1.13D-11 1.95D-11 3.20D-12 5.41D-12 2.29D-12 1.63D-12 7.60D-13 1.94D-13
 3.57D-39 1.02D-38 3.61D-38 2.44D-37 1.48D-36 1.52D-35 1.60D-34 2.36D-33 5.30D-32 1.11D-30 5.60D-29 1.53D-27 1.54D-25 5.03D-24 9.67D-22 4.14D-20 1.31D-17 1.31D-15 3.69D-13 6.27D-10 8.76D-11 5.15D-11 4.89D-11 1.30D-11 1.18D-11 5.27D-12 6.30D-12 2.30D-12 1.73D-12 3.39D-13
 9.32D-42 2.01D-41 9.44D-41 4.68D-40 3.96D-39 3.26D-38 4.11D-37 6.04D-36 1.12D-34 3.41D-33 9.12D-32 5.91D-30 2.09D-28 2.69D-26 1.15D-24 2.89D-22 1.60D-20 6.96D-18 8.77D-16 3.70D-13 7.43D-10 1.37D-10 3.77D-11 5.71D-11 7.83D-12 1.81D-11 6.36D-12 6.02D-12 2.56D-12 7.41D-13
 1.82D-44 4.62D-44 1.72D-43 1.14D-42 7.72D-42 8.33D-41 9.27D-40 1.48D-38 2.96D-37 6.96D-36 2.86D-34 9.88D-33 8.27D-31 3.84D-29 6.22D-27 3.49D-25 1.12D-22 7.82D-21 4.63D-18 6.95D-16 4.38D-13 7.37D-10 1.06D-10 4.41D-11 3.42D-11 1.19D-11 2.08D-11 6.22D-12 6.16D-12 1.10D-12
 1.78D-47 4.01D-47 1.75D-46 9.42D-46 8.36D-45 7.53D-44 1.04D-42 1.53D-41 3.08D-40 8.33D-39 2.50D-37 1.37D-35 6.08D-34 6.51D-32 3.91D-30 7.91D-28 5.76D-26 2.32D-23 2.06D-21 1.60D-18 2.92D-16 2.57D-13 8.69D-10 1.36D-10 2.64D-11 5.09D-11 1.43D-11 1.95D-11 6.85D-12 2.59D-12
 1.93D-50 4.47D-50 1.68D-49 1.03D-48 7.36D-48 8.04D-47 9.53D-46 1.61D-44 3.19D-43 8.10D-42 2.93D-40 1.14D-38 8.03D-37 4.70D-35 6.30D-33 5.06D-31 1.29D-28 1.27D-26 6.56D-24 7.85D-22 8.16D-19 1.97D-16 2.51D-13 7.85D-10 8.44D-11 3.57D-11 5.99D-11 1.37D-11 1.99D-11 2.94D-12
 9.08D-54 2.02D-53 8.05D-53 4.28D-52 3.46D-51 3.23D-50 4.39D-49 6.81D-48 1.44D-46 3.77D-45 1.22D-43 5.81D-42 2.93D-40 2.64D-38 2.02D-36 3.40D-34 3.59D-32 1.15D-29 1.50D-27 9.92D-25 1.56D-22 2.14D-19 6.79D-17 1.18D-13 7.18D-10 1.24D-10 4.21D-11 5.64D-11 1.54D-11 8.67D-12
 6.15D-57 1.41D-56 5.54D-56 3.25D-55 2.38D-54 2.59D-53 3.22D-52 5.74D-51 1.18D-49 3.20D-48 1.11D-46 4.63D-45 2.93D-43 1.93D-41 2.26D-39 2.28D-37 4.84D-35 6.82D-33 2.69D-30 4.71D-28 3.83D-25 7.90D-23 1.39D-19 5.30D-17 1.31D-13 8.95D-10 1.56D-10 3.95D-11 6.04D-11 6.58D-12
